concept,member,member type,sort weight
Fracture of lumbar spine or pelvis (Super-Category),Fracture of lumbar spine or pelvis,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Fracture of lumbar spine or pelvis (Super-Category),concept-set,33
Fracture of lumbar spine or pelvis (Super-Category),Fracture of lumbar vertebra,concept-set,2
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Fracture of lumbar spine or pelvis (Super-Category),concept-set,34
Fracture of lumbar spine or pelvis (Super-Category),Fracture of coccyx,concept-set,3
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Injury of intra-abdominal organs (Super-Category),concept-set,35
Injury of intra-abdominal organs (Super-Category),Injury of intra-abdominal organs,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Injury of urinary or pelvic organs (Super-Category),concept-set,36
Injury of urinary or pelvic organs (Super-Category),Injury of urinary or pelvic organs,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Superficial injury of shoulder or upper arm (Super-Category),concept-set,37
Superficial injury of shoulder or upper arm (Super-Category),Superficial injury of shoulder or upper arm,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Open wound of shoulder or upper arm (Super-Category),concept-set,38
Open wound of shoulder or upper arm (Super-Category),Open wound of shoulder or upper arm,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Fracture of shoulder or upper arm (Super-Category),concept-set,39
Fracture of shoulder or upper arm (Super-Category),Fracture of clavicle,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Fracture of shoulder or upper arm (Super-Category),concept-set,40
Fracture of shoulder or upper arm (Super-Category),Fracture of scapula,concept-set,2
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Dislocation or strain or sprain of joints or ligaments of shoulder girdle (Super-Category),concept-set,41
Dislocation or strain or sprain of joints or ligaments of shoulder girdle (Super-Category),Dislocation of shoulder joint,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Dislocation or strain or sprain of joints or ligaments of shoulder girdle (Super-Category),concept-set,42
Dislocation or strain or sprain of joints or ligaments of shoulder girdle (Super-Category),"Dislocation or strain or sprain of joints or ligaments of shoulder girdle, unspecified",concept-set,2
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Crushing injury of shoulder or upper arm (Super-Category),concept-set,43
Crushing injury of shoulder or upper arm (Super-Category),Crushing injury of shoulder or upper arm,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Superficial injury of forearm (Super-Category),concept-set,44
Superficial injury of forearm (Super-Category),Superficial injury of forearm,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Open wound of forearm (Super-Category),concept-set,45
Open wound of forearm (Super-Category),Open wound of forearm,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Fracture of forearm (Super-Category),concept-set,46
Fracture of forearm (Super-Category),Fracture of forearm,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Dislocation or strain or sprain of joints or ligaments of elbow (Super-Category),concept-set,47
Dislocation or strain or sprain of joints or ligaments of elbow (Super-Category),Dislocation or strain or sprain of joints or ligaments of elbow,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Crushing injury of forearm (Super-Category),concept-set,48
Crushing injury of forearm (Super-Category),Crushing injury of forearm,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Traumatic amputation of forearm (Super-Category),concept-set,49
Traumatic amputation of forearm (Super-Category),Traumatic amputation of forearm,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Injury to fingernail (Super-Category),concept-set,50
Injury to fingernail (Super-Category),Injury to fingernail,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Superficial injury of wrist or hand (Super-Category),concept-set,51
Superficial injury of wrist or hand (Super-Category),Superficial injury of wrist or hand,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Open wound of wrist or hand (Super-Category),concept-set,52
Open wound of wrist or hand (Super-Category),Open wound of wrist or hand,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Fracture at wrist or hand level (Super-Category),concept-set,53
Fracture at wrist or hand level (Super-Category),Fracture at wrist or hand level,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Dislocation or strain or sprain of joints or ligaments at wrist or hand level (Super-Category),concept-set,54
Dislocation or strain or sprain of joints or ligaments at wrist or hand level (Super-Category),Dislocation of other specified part of finger,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Superficial injury of hip or thigh (Super-Category),concept-set,55
Superficial injury of hip or thigh (Super-Category),Superficial injury of hip or thigh,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Fracture of femur (Super-Category),concept-set,56
Fracture of femur (Super-Category),Fracture of femur,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Open wound of knee or lower leg (Super-Category),concept-set,57
Open wound of knee or lower leg (Super-Category),Open wound of knee or lower leg,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes","Fracture of lower leg, including ankle (Super-Category)",concept-set,58
"Fracture of lower leg, including ankle (Super-Category)","Fracture of lower leg, including ankle",concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Dislocation or strain or sprain of joints or ligaments of knee (Super-Category),concept-set,59
Dislocation or strain or sprain of joints or ligaments of knee (Super-Category),Dislocation or strain or sprain of joints or ligaments of knee,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Dislocation or strain or sprain of joints or ligaments of knee (Super-Category),concept-set,60
Dislocation or strain or sprain of joints or ligaments of knee (Super-Category),Dislocation of knee,concept-set,2
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Injury to toenail (Super-Category),concept-set,61
Injury to toenail (Super-Category),Injury to toenail,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Superficial injury of ankle or foot (Super-Category),concept-set,62
Superficial injury of ankle or foot (Super-Category),Superficial injury of ankle or foot,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Traumatic amputation of ankle or foot (Super-Category),concept-set,63
Traumatic amputation of ankle or foot (Super-Category),Traumatic amputation of ankle or foot,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Injury of unspecified body region (Super-Category),concept-set,64
Injury of unspecified body region (Super-Category),Dislocation or strain or sprain of unspecified body region,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Foreign body on external eye (Super-Category),concept-set,65
Foreign body on external eye (Super-Category),Foreign body on external eye,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Foreign body in ear (Super-Category),concept-set,66
Foreign body in ear (Super-Category),Foreign body in ear,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Foreign body in respiratory tract (Super-Category),concept-set,67
Foreign body in respiratory tract (Super-Category),Foreign body in respiratory tract,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes","Burns, unspecified (Super-Category)",concept-set,68
"Burns, unspecified (Super-Category)","Burns, unspecified",concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes","Frostbite, unspecified (Super-Category)",concept-set,69
"Frostbite, unspecified (Super-Category)","Frostbite, unspecified",concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Carbon monoxide poi- soning [Harmful effects of substances] (Super-Category),concept-set,70
Carbon monoxide poi- soning [Harmful effects of substances] (Super-Category),Carbon monoxide poi- soning [Harmful effects of substances],concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Formaldehyde poison- ing [Harmful effects of substances] (Super-Category),concept-set,71
Formaldehyde poison- ing [Harmful effects of substances] (Super-Category),Formaldehyde poisoning [Harmful effects of substances],concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Organophosphate insecticide poisoning [Harmful effects of substances] (Super-Category),concept-set,72
Organophosphate insecticide poisoning [Harmful effects of substances] (Super-Category),Organophosphate insecticide poisoning [Harmful effects of substances],concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Carbamates poisoning [Harmful effects of substances] (Super-Category),concept-set,73
Carbamates poisoning [Harmful effects of substances] (Super-Category),Carbamates poisoning [Harmful effects of substances],concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",DDT(chlorophe- nothane) poison- ing[Harmful effects of substances] (Super-Category),concept-set,74
DDT(chlorophe- nothane) poison- ing[Harmful effects of substances] (Super-Category),DDT(chlorophenothane) poisoning[Harmful effects of substances],concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Harmful effects of unspecified substance (Super-Category),concept-set,75
Harmful effects of unspecified substance (Super-Category),Harmful effects of unspecified substance,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Asphyxiation (Super-Category),concept-set,76
Asphyxiation (Super-Category),Asphyxiation,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes",Effects of certain specified external causes (Super-Category),concept-set,77
Effects of certain specified external causes (Super-Category),Drowning or nonfa- tal submersion,concept-set,1
"Chapter 22: Injury, poisoning or certain other consequences of external causes","Other specified inju- ry, poisoning or certain other consequences of external causes (Super-Category)",concept-set,78
"Other specified inju- ry, poisoning or certain other consequences of external causes (Super-Category)","Other specified injury, poisoning or certain other consequences of external causes",concept-set,1
Chapter 23: External causes of morbidity or mortality,Intentional self-harm by being cut or pierced by sharp object (Super-Category),concept-set,1
Intentional self-harm by being cut or pierced by sharp object (Super-Category),Intentional self-harm by being cut or pierced by sharp object,concept-set,1
Chapter 23: External causes of morbidity or mortality,Intentional self-harm by being struck by blunt object (Super-Category),concept-set,2
Intentional self-harm by being struck by blunt object (Super-Category),Intentional self-harm by being struck by blunt object,concept-set,1
Chapter 23: External causes of morbidity or mortality,Intentional self-harm by exposure to or harmful effects of opioids or related analgesics (Super-Category),concept-set,3
Intentional self-harm by exposure to or harmful effects of opioids or related analgesics (Super-Category),Intentional self-harm by exposure to or harmful effects of opioids or related analgesics,concept-set,1
Chapter 23: External causes of morbidity or mortality,Intentional self-harm by exposure to or harmful effects of psychostimulants (Super-Category),concept-set,4
Intentional self-harm by exposure to or harmful effects of psychostimulants (Super-Category),Intentional self-harm by exposure to or harmful effects of psychostimulants,concept-set,1
Chapter 23: External causes of morbidity or mortality,Intentional self-harm by exposure to or harmful effects of pesticides (Super-Category),concept-set,5
Intentional self-harm by exposure to or harmful effects of pesticides (Super-Category),Intentional self-harm by exposure to or harmful effects of pesticides,concept-set,1
Chapter 23: External causes of morbidity or mortality,"Assault by transport injury event, unspecified (Super-Category)",concept-set,6
"Assault by transport injury event, unspecified (Super-Category)","Assault by transport injury event, unspecified",concept-set,1
Chapter 23: External causes of morbidity or mortality,Assault by being cut or pierced by sharp glass (Super-Category),concept-set,7
Assault by being cut or pierced by sharp glass (Super-Category),Assault by being cut or pierced by sharp glass,concept-set,1
Chapter 23: External causes of morbidity or mortality,Assault by being cut or pierced by other or unspecified sharp object (Super-Category),concept-set,8
Assault by being cut or pierced by other or unspecified sharp object (Super-Category),Assault by being cut or pierced by other or unspecified sharp object,concept-set,1
Chapter 23: External causes of morbidity or mortality,Assault by being struck by blunt object (Super-Category),concept-set,9
Assault by being struck by blunt object (Super-Category),Assault by being struck by blunt object,concept-set,1
Chapter 23: External causes of morbidity or mortality,Assault by threat to breathing by strangulation (Super-Category),concept-set,10
Assault by threat to breathing by strangulation (Super-Category),Assault by threat to breathing by strangulation,concept-set,1
Chapter 23: External causes of morbidity or mortality,Assault by exposure to uncontrolled fire (Super-Category),concept-set,11
Assault by exposure to uncontrolled fire (Super-Category),Assault by exposure to uncontrolled fire,concept-set,1
Chapter 23: External causes of morbidity or mortality,Victim of lightning (Super-Category),concept-set,12
Victim of lightning (Super-Category),Victim of lightning,concept-set,1
Chapter 24: Factors influencing health status or contact with health services,General examination or investigation of persons without complaint or reported diagnosis (Super-Category),concept-set,1
General examination or investigation of persons without complaint or reported diagnosis (Super-Category),General adult medical examination,concept-set,1
Chapter 24: Factors influencing health status or contact with health services,Examination or encounter for administrative purposes (Super-Category),concept-set,2
Examination or encounter for administrative purposes (Super-Category),Examination for recruitment to armed forces,concept-set,1
Chapter 24: Factors influencing health status or contact with health services,Examination or encounter for administrative purposes (Super-Category),concept-set,3
Examination or encounter for administrative purposes (Super-Category),Examination for driving license,concept-set,2
Chapter 24: Factors influencing health status or contact with health services,Examination or encounter for administrative purposes (Super-Category),concept-set,4
Examination or encounter for administrative purposes (Super-Category),Issue of medical certificate,concept-set,3
Chapter 24: Factors influencing health status or contact with health services,Examination or observation for reasons other than suspected diseases or conditions or administrative purposes (Super-Category),concept-set,5
Examination or observation for reasons other than suspected diseases or conditions or administrative purposes (Super-Category),Examination for medicolegal reasons,concept-set,1
Chapter 24: Factors influencing health status or contact with health services,Special screening examination for neoplasms (Super-Category),concept-set,6
Special screening examination for neoplasms (Super-Category),Special screening examination for neoplasm of breast,concept-set,1
Chapter 24: Factors influencing health status or contact with health services,Special screening examination for neoplasms (Super-Category),concept-set,7
Special screening examination for neoplasms (Super-Category),Special screening examination for neoplasm of cervix,concept-set,2
Chapter 24: Factors influencing health status or contact with health services,Special screening examination for other diseases or disorders (Super-Category),concept-set,8
Special screening examination for other diseases or disorders (Super-Category),Special screening examination for diabetes mellitus,concept-set,1
Chapter 24: Factors influencing health status or contact with health services,Special screening examination for other diseases or disorders (Super-Category),concept-set,9
Special screening examination for other diseases or disorders (Super-Category),Special screening examination for cardiovascular disorders,concept-set,2
Chapter 24: Factors influencing health status or contact with health services,Pregnancy examination or test (Super-Category),concept-set,10
Pregnancy examination or test (Super-Category),Pregnancy examination or test,concept-set,1
Chapter 24: Factors influencing health status or contact with health services,Supervision of normal pregnancy (Super-Category),concept-set,11
Supervision of normal pregnancy (Super-Category),Supervision of normal pregnancy,concept-set,1
Chapter 24: Factors influencing health status or contact with health services,Antenatal screening (Super-Category),concept-set,12
Antenatal screening (Super-Category),Other specified antenatal screening,concept-set,1
Chapter 25: Codes for special purposes,COVID-19 (Super-Category),concept-set,1
COVID-19 (Super-Category),"COVID-19, virus identified",concept-set,1
Chapter X: Extension Codes,"Context of assault, sexual assault (Super-Category)",concept-set,1
"Context of assault, sexual assault (Super-Category)","Context of assault, sexual assault",concept-set,1
Chapter X: Extension Codes,Vehicle driver injured in transport related event (Super-Category),concept-set,2
Vehicle driver injured in transport related event (Super-Category),Vehicle driver injured in transport related event,concept-set,1
Chapter X: Extension Codes,Motorcycle as mode of transport of person injured in transport related event (Super-Category),concept-set,3
Motorcycle as mode of transport of person injured in transport related event (Super-Category),Motorcycle as mode of transport of person injured in transport related event,concept-set,1
Chapter X: Extension Codes,Animal being ridden as mode of transport of person injured in transport related event (Super-Category),concept-set,4
Animal being ridden as mode of transport of person injured in transport related event (Super-Category),Animal being ridden as mode of transport of person injured in transport related event,concept-set,1
Chapter X: Extension Codes,"Intentional self-harm, person intended to die (Super-Category)",concept-set,5
"Intentional self-harm, person intended to die (Super-Category)","Intentional self-harm, person intended to die",concept-set,1
Chapter X: Extension Codes,Closed fracture (Super-Category),concept-set,6
Closed fracture (Super-Category),Closed fracture,concept-set,1
Chapter X: Extension Codes,Open fracture (Super-Category),concept-set,7
Open fracture (Super-Category),Open fracture,concept-set,1
Chapter X: Extension Codes,Pregnancy (Super-Category),concept-set,8
Pregnancy (Super-Category),Pregnancy,concept-set,1
